,HomeOwnerFlag,NumberCarsOwned,NumberChildrenAtHome,TotalChildren,YearlyIncome,AvgMonthSpend,City_n,Education_n,Occupation_n,Gender_n,MaritalStatus_n,BikeBuyer
7588,1,1,0,2,86455,49.81,67,1,0,1,0,0
7589,0,1,0,2,35938,47.43,78,0,2,1,0,0
7590,1,2,0,2,111290,51.59,108,4,3,0,0,0
7591,1,1,1,1,31824,47.6,90,2,2,1,0,1
7592,1,2,0,0,137683,52.0,53,4,4,0,0,0
7593,0,2,0,0,104907,51.12,173,1,3,0,1,1
7594,1,2,0,2,80023,52.22,139,4,0,0,0,1
7595,1,3,1,2,107254,54.87,130,1,3,1,0,1
7596,0,2,0,2,57409,48.66,143,4,1,1,0,0
7597,0,1,0,0,55345,54.96,55,0,1,0,1,0
7598,1,2,1,1,55220,49.14,211,1,1,1,0,1
7599,1,0,1,1,36461,50.52,127,4,2,0,0,1
7600,1,0,0,2,130902,52.95,116,0,4,0,0,1
7601,0,3,0,0,104160,52.19,147,4,3,1,1,0
7602,1,1,1,1,103243,51.22,103,4,3,1,0,0
7603,1,2,1,2,56466,49.62,188,0,1,1,0,1
7604,1,3,0,2,112109,51.94,111,0,3,0,0,0
7605,1,0,1,1,87137,53.67,54,4,0,1,0,1
7606,1,2,0,2,53073,52.04,183,0,1,0,0,0
7607,1,2,0,0,109500,50.91,202,0,3,1,0,1
7608,1,1,1,2,56334,49.34,111,2,1,0,0,1
7609,0,2,0,0,81507,49.92,34,2,0,1,1,1
7610,1,2,0,0,107741,55.49,13,0,3,0,0,1
7611,1,2,0,1,106527,51.4,66,1,3,1,0,0
7612,1,1,0,2,78166,59.28,34,1,0,0,0,0
7613,0,2,0,0,51443,48.05,180,0,1,1,0,1
7614,0,1,0,0,58468,48.02,125,2,1,0,0,0
7615,0,2,0,0,112853,51.57,126,0,3,0,1,1
7616,1,2,0,1,84335,59.24,98,2,0,0,0,1
7617,1,1,1,1,56901,50.87,170,2,1,0,1,1
7618,1,2,0,1,52024,51.1,51,0,1,0,0,1
7619,0,3,0,0,105654,54.31,111,4,3,0,1,1
7620,1,0,1,2,76931,56.87,72,0,0,0,0,1
7621,0,3,0,0,111807,50.98,21,4,3,1,1,1
7622,0,0,0,0,102434,52.39,125,0,3,1,1,1
7623,0,0,0,0,58080,52.32,27,2,1,1,1,1
7624,1,2,0,2,129305,52.63,15,0,4,1,0,1
7625,1,2,0,0,102611,51.23,188,4,3,1,1,0
7626,1,2,0,1,53164,51.54,210,1,1,1,1,0
7627,0,1,0,0,26423,47.37,83,2,2,0,1,0
7628,1,3,0,1,107081,51.86,80,0,3,1,1,1
7629,1,1,0,2,85029,54.26,48,0,0,0,0,0
7630,1,2,2,2,59989,53.04,102,0,1,1,0,1
7631,1,3,0,1,81634,50.12,228,2,0,1,0,1
7632,1,0,1,2,80825,52.96,203,4,0,1,0,1
7633,1,1,0,1,130523,52.5,31,4,4,1,0,1
7634,1,2,0,0,106889,53.95,87,0,3,0,0,1
7635,1,0,1,2,28505,45.7,60,2,2,1,0,0
7636,1,3,0,0,130054,61.82,61,0,4,0,1,0
7637,1,2,0,2,56112,48.51,26,0,1,1,0,1
7638,0,1,0,0,31055,49.9,91,4,2,1,1,0
7639,1,1,0,1,61016,48.86,115,2,1,1,0,0
7640,1,2,0,0,106682,58.38,95,0,3,0,1,1
7641,0,1,0,1,55371,48.39,52,4,1,1,0,0
7642,1,0,1,2,55693,52.3,114,1,1,1,0,1
7643,1,0,1,1,34314,47.02,138,3,2,1,0,0
7644,1,1,0,1,80238,49.76,201,2,0,1,0,1
7645,1,0,0,3,135088,52.24,82,4,4,1,0,0
7646,0,1,1,1,60130,49.65,112,0,1,0,0,1
7647,0,0,0,0,82327,52.94,23,2,0,1,1,1
7648,0,1,0,0,54491,49.43,163,1,1,1,1,0
7649,1,1,1,1,35491,48.77,74,1,2,1,1,0
7650,1,1,1,2,52020,52.18,31,1,1,1,0,0
7651,0,2,0,0,59181,50.97,103,3,1,1,1,1
7652,1,1,1,2,29702,58.59,46,3,2,0,0,0
7653,1,1,0,0,137464,55.75,32,4,4,0,1,0
7654,0,1,0,0,29979,45.63,101,0,2,0,0,0
7655,1,1,1,2,36070,48.82,37,3,2,0,0,0
7656,1,2,0,1,82991,55.05,81,1,0,1,1,0
7657,0,1,0,0,86383,49.96,71,0,0,1,0,0
7658,1,0,0,1,80003,49.62,99,0,0,1,0,0
7659,0,1,0,0,54604,51.31,23,1,1,1,1,0
7660,1,1,2,2,82130,51.14,74,1,0,1,0,1
7661,0,0,1,1,35893,47.09,59,0,2,0,0,1
7662,1,2,1,2,137483,63.34,76,0,4,0,0,1
7663,1,1,0,0,79599,57.56,70,1,0,0,1,0
7664,0,2,0,0,60364,48.73,82,3,1,1,0,0
7665,1,1,0,2,61427,49.11,82,0,1,1,0,1
7666,1,3,1,1,80992,54.52,18,2,0,0,0,1
7667,1,1,2,2,58100,51.39,6,1,1,1,0,0
7668,0,1,0,0,57535,52.69,82,3,1,1,1,0
7669,1,2,0,2,53440,48.2,221,0,1,0,0,1
7670,1,2,1,1,55257,50.66,1,1,1,1,0,1
7671,0,1,0,2,54378,48.17,23,0,1,0,0,1
7672,1,0,1,1,55627,56.27,79,2,1,0,0,1
7673,1,3,1,2,107851,54.58,26,1,3,0,0,1
7674,1,1,1,2,78706,51.13,177,0,0,0,0,1
7675,1,1,1,2,59075,50.35,108,3,1,1,0,1
7676,1,1,0,0,60333,51.05,139,2,1,0,1,1
7677,0,1,0,0,29267,56.12,104,4,2,0,1,0
7678,0,0,0,0,27502,52.33,161,0,2,0,1,0
7679,1,0,0,2,128186,52.08,200,4,4,0,0,1
7680,0,1,0,0,55095,49.04,39,2,1,1,1,0
7681,1,1,0,1,81884,54.04,123,1,0,0,0,0
7682,0,2,0,0,60763,49.88,76,2,1,0,1,0
7683,0,0,0,1,61543,49.18,112,0,1,0,0,1
7684,0,2,0,0,79712,50.35,31,4,0,1,0,0
7685,0,3,0,0,77759,49.66,82,1,0,0,0,1
7686,1,2,0,2,84114,50.46,3,1,0,1,0,1
7687,0,1,0,0,53406,51.85,168,1,1,1,1,0
7688,0,1,0,0,112309,52.13,192,4,3,0,1,1
7689,0,1,0,0,85302,54.65,143,1,0,0,1,0
7690,1,1,0,0,60084,51.15,210,3,1,1,1,0
7691,0,2,0,0,57096,48.81,181,4,1,0,0,1
7692,0,1,0,1,56354,48.58,194,0,1,0,0,0
7693,0,0,0,0,27492,49.13,114,2,2,0,1,0
7694,1,1,1,2,110561,55.83,15,0,3,1,0,1
7695,1,2,1,1,136883,56.75,68,4,4,0,1,1
7696,0,1,0,0,58889,48.37,26,0,1,0,0,0
7697,1,1,1,2,54357,54.7,57,1,1,0,0,1
7698,0,2,0,0,85659,50.42,1,0,0,1,1,0
7699,1,0,0,1,105747,52.21,167,0,3,1,0,0
7700,0,2,0,0,105557,55.25,48,1,3,1,1,1
7701,1,1,0,0,82185,60.85,62,0,0,0,1,0
7702,0,1,0,0,57451,50.26,120,1,1,1,1,0
7703,1,2,0,0,107851,51.45,125,4,3,0,0,1
7704,1,0,0,1,134843,55.97,51,4,4,0,1,1
7705,0,0,0,0,26670,48.7,52,4,2,1,1,0
7706,0,0,0,0,32436,45.33,116,3,2,0,0,0
7707,0,0,0,0,28268,45.72,68,1,2,0,1,0
7708,1,3,0,0,87819,53.86,10,1,0,0,1,1
7709,1,2,1,2,105883,57.76,150,1,3,0,0,1
7710,1,1,0,2,133548,52.01,201,0,4,0,0,1
7711,1,2,1,2,108519,53.7,43,1,3,0,0,1
7712,0,0,0,0,58523,51.02,118,2,1,0,1,1
7713,0,1,0,0,56633,48.8,164,0,1,1,0,1
7714,1,2,0,2,108152,51.82,155,0,3,0,0,0
7715,1,2,0,0,80204,57.14,47,1,0,0,1,1
7716,1,2,0,1,55944,52.76,115,0,1,0,1,0
7717,1,1,1,1,34232,50.61,71,3,2,0,1,0
7718,1,1,0,2,34500,51.1,56,0,2,0,0,0
7719,0,1,0,1,29460,46.13,74,0,2,0,0,0
7720,0,1,0,0,61804,48.8,82,2,1,0,1,0
7721,0,1,0,0,55949,51.3,82,3,1,1,1,0
7722,0,0,0,0,52241,49.09,125,3,1,0,1,1
7723,1,0,0,1,34213,47.95,141,4,2,0,1,0
7724,0,1,0,0,57488,54.83,121,2,1,0,1,0
7725,0,1,0,0,32167,48.56,163,1,2,1,1,0
7726,1,3,0,0,132619,54.3,94,0,4,0,1,0
7727,0,1,0,0,86805,52.17,174,1,0,1,1,0
7728,0,1,0,0,33513,49.48,102,0,2,0,1,0
7729,1,1,0,0,56266,58.83,195,3,1,0,1,1
7730,0,2,0,1,55165,48.2,22,4,1,0,0,0
7731,1,1,0,1,52408,55.51,139,0,1,0,0,0
7732,0,1,0,0,34105,50.05,143,0,2,1,1,0
7733,1,2,1,1,53651,48.8,197,4,1,1,0,1
7734,1,2,0,0,56115,52.74,105,1,1,1,1,1
7735,1,1,0,1,83181,50.96,62,2,0,1,1,0
7736,1,1,1,2,60492,51.39,61,1,1,1,0,1
7737,1,0,1,2,28729,47.75,38,2,2,1,0,0
7738,1,2,1,2,105443,52.02,131,0,3,1,0,1
7739,0,1,0,0,60361,48.43,43,0,1,1,1,0
7740,1,2,1,2,55401,47.88,82,0,1,0,0,1
7741,1,1,2,2,87371,59.52,22,0,0,0,0,1
7742,1,2,0,2,55909,48.83,42,4,1,1,0,1
7743,0,1,0,0,50919,48.97,159,3,1,1,1,0
7744,1,3,0,0,84897,49.86,8,2,0,1,1,1
7745,1,1,0,1,79939,53.16,187,4,0,0,0,0
7746,0,0,1,2,59125,51.69,203,0,1,1,0,1
7747,0,1,0,0,55331,52.19,73,1,1,0,1,1
7748,1,1,1,2,52203,49.63,141,4,1,0,0,1
7749,1,2,0,0,110386,55.05,136,0,3,1,1,1
7750,1,2,0,0,137227,56.31,10,4,4,0,1,0
7751,1,2,0,0,137005,52.5,137,4,4,0,1,1
7752,0,2,0,0,110961,53.51,47,1,3,0,1,1
7753,1,1,0,1,60117,48.88,94,0,1,1,0,1
7754,1,1,1,2,137016,55.55,94,4,4,0,0,1
7755,1,1,1,1,106093,52.03,18,4,3,0,0,1
7756,0,1,0,0,56710,52.9,82,3,1,0,1,0
7757,1,1,0,2,85694,52.89,65,1,0,0,0,0
7758,1,0,1,1,86734,52.09,50,4,0,0,1,1
7759,1,0,0,1,83151,53.55,115,0,0,1,1,1
7760,1,0,0,1,83591,49.89,39,1,0,1,1,1
7761,1,1,0,2,54578,48.08,228,0,1,1,0,1
7762,1,1,0,1,103873,51.37,6,4,3,1,0,0
7763,1,1,0,1,27509,50.54,26,2,2,0,0,0
7764,1,1,0,1,58406,47.99,202,0,1,1,0,0
7765,0,0,0,0,53304,50.58,93,3,1,1,1,1
7766,1,2,1,2,102214,52.02,207,1,3,1,0,1
7767,1,1,0,0,60371,58.06,93,0,1,0,1,1
7768,0,1,0,0,85523,53.49,41,1,0,1,1,0
7769,0,1,0,0,31267,46.13,225,3,2,0,1,0
7770,1,1,0,2,57050,47.95,184,1,1,1,0,1
7771,1,1,0,0,106717,51.27,78,1,3,1,1,0
7772,0,1,0,0,61918,49.02,6,1,1,0,0,1
7773,1,1,3,3,54652,49.09,115,4,1,0,0,1
7774,0,2,0,0,54998,51.78,201,2,1,0,1,1
7775,0,1,0,0,62575,48.32,126,4,1,0,1,0
7776,0,1,0,0,57595,53.28,45,2,1,0,1,1
7777,1,1,0,2,103440,52.71,39,0,3,0,0,0
7778,1,1,0,2,51926,52.23,82,2,1,0,0,1
7779,0,2,0,0,57126,49.4,215,1,1,1,1,1
7780,1,2,1,2,55677,53.32,156,0,1,0,0,1
7781,1,1,2,2,85457,58.72,127,1,0,0,0,1
7782,1,2,1,2,137409,62.64,157,4,4,0,0,1
7783,0,1,0,0,28597,51.51,221,2,2,0,1,0
7784,0,3,0,0,85572,50.88,52,2,0,1,1,1
7785,1,3,1,1,113402,54.46,197,0,3,0,0,1
7786,0,0,0,0,56674,51.47,3,3,1,1,1,1
7787,0,2,1,2,56853,49.03,28,2,1,1,0,1
7788,0,1,0,2,58548,48.52,126,0,1,1,0,0
7789,1,2,0,0,58021,48.62,115,3,1,1,1,0
7790,1,1,2,2,61857,52.1,64,0,1,1,0,1
7791,1,2,0,0,139031,61.8,150,4,4,0,1,1
7792,0,1,0,0,60211,49.22,73,0,1,0,0,0
7793,1,1,1,2,81238,55.96,78,1,0,0,0,1
7794,1,0,1,1,35447,47.58,92,0,2,1,1,1
7795,0,0,0,0,32685,48.14,98,1,2,1,1,1
7796,0,0,1,1,30966,45.72,73,2,2,1,0,1
7797,0,1,0,0,87497,51.16,76,2,0,1,0,0
7798,1,1,0,0,55736,52.36,228,1,1,0,1,0
7799,1,1,0,0,129084,54.83,129,0,4,1,1,0
7800,1,2,0,0,84705,57.55,39,1,0,0,1,1
7801,1,0,1,1,86804,52.85,71,0,0,0,1,1
7802,1,1,1,2,113674,54.99,173,4,3,0,0,0
7803,0,0,0,0,82454,50.71,82,1,0,1,1,1
7804,0,2,0,0,78446,51.55,32,1,0,1,1,1
7805,1,1,0,2,61192,48.55,93,1,1,0,0,0
7806,0,3,0,0,107335,51.57,80,0,3,1,1,1
7807,0,1,0,0,56445,49.76,230,2,1,1,1,0
7808,1,2,1,2,135234,54.83,40,0,4,0,0,1
7809,1,0,1,1,27266,45.78,10,2,2,1,0,0
7810,0,0,0,0,30403,51.89,217,0,2,0,1,1
7811,1,1,0,0,82246,58.33,136,1,0,0,1,1
7812,1,2,0,0,129192,56.01,109,4,4,0,1,0
7813,0,1,1,2,32313,47.34,195,4,2,1,0,1
7814,1,1,2,2,56054,53.24,209,1,1,1,0,1
7815,1,3,0,0,103371,51.69,48,4,3,0,0,1
7816,1,2,1,2,137678,51.69,15,4,4,0,0,1
7817,1,3,1,1,85873,54.46,23,0,0,1,0,1
7818,1,2,0,0,109618,62.58,13,0,3,0,1,1
7819,1,1,0,2,57014,48.22,199,0,1,1,0,0
7820,1,2,2,2,58229,51.15,184,3,1,0,0,1
7821,1,1,1,2,56215,50.34,161,1,1,0,0,1
7822,0,0,0,0,61243,58.76,190,0,1,0,1,1
7823,1,1,1,1,52543,57.15,85,2,1,0,0,1
7824,1,1,0,0,60056,59.32,19,2,1,0,1,0
7825,1,1,2,2,26508,49.72,39,3,2,0,0,0
7826,1,0,1,2,113492,62.78,138,0,3,0,0,1
7827,1,2,2,2,129612,52.92,31,4,4,0,0,1
7828,1,1,0,3,55554,48.77,115,4,1,0,0,1
7829,1,0,0,2,108358,51.91,68,0,3,1,0,0
7830,1,2,0,0,87834,58.11,121,1,0,0,1,1
7831,0,2,0,0,86770,51.81,101,0,0,0,1,0
7832,0,2,0,0,129854,54.14,95,0,4,0,1,1
7833,0,1,0,0,53254,51.88,145,1,1,1,1,0
7834,0,1,0,1,56787,48.51,112,0,1,1,0,1
7835,0,2,0,0,60456,50.98,6,2,1,0,1,0
7836,1,1,0,2,57259,50.63,90,1,1,0,0,0
7837,1,1,0,2,28305,49.95,21,2,2,0,0,0
7838,0,1,0,0,53778,56.79,100,0,1,0,1,0
7839,0,1,0,0,32994,46.09,208,3,2,1,1,0
7840,1,1,1,2,56214,52.83,103,3,1,0,0,1
7841,1,0,1,2,27721,53.09,50,0,2,0,0,0
7842,1,0,1,2,106023,55.43,163,0,3,1,0,1
7843,0,0,0,0,57279,52.72,61,0,1,0,1,0
7844,0,2,0,0,87320,51.07,135,1,0,1,1,1
7845,0,1,0,0,52603,47.91,51,1,1,0,0,0
7846,0,0,0,0,61053,52.66,80,1,1,0,1,1
7847,0,1,0,0,86450,55.0,208,2,0,1,1,0
7848,1,0,2,2,30477,48.6,102,3,2,0,0,0
7849,0,1,0,0,77626,51.04,117,0,0,1,1,0
7850,0,0,0,0,52459,48.08,25,2,1,1,1,1
7851,1,0,2,2,51623,49.25,92,4,1,0,0,1
7852,1,2,0,0,136759,53.02,100,4,4,0,1,0
7853,1,1,0,2,104879,59.72,13,0,3,0,0,0
7854,1,3,0,0,102359,50.36,49,1,3,1,0,1
7855,1,1,0,1,29841,55.17,92,0,2,0,0,0
7856,1,1,0,2,56607,48.66,198,3,1,1,0,0
7857,1,2,0,2,62615,50.32,9,0,1,0,0,1
7858,0,2,0,0,58128,50.89,196,2,1,1,1,1
7859,0,0,0,2,28713,52.1,58,1,2,0,0,0
7860,1,2,1,2,138195,55.82,74,0,4,1,0,1
7861,0,3,0,0,85458,50.25,62,1,0,0,1,1
7862,1,1,0,1,77915,49.27,22,1,0,0,0,0
7863,1,0,1,2,29269,53.61,20,3,2,0,0,0
7864,0,1,0,0,34096,54.92,68,2,2,0,1,1
7865,0,0,0,0,28819,52.95,19,1,2,0,1,0
7866,1,2,1,2,55946,54.46,63,2,1,0,0,1
7867,1,3,1,2,107555,54.08,34,1,3,0,0,1
7868,1,2,0,0,77538,52.63,119,1,0,1,1,1
7869,1,2,0,0,85868,54.3,48,1,0,1,1,1
7870,1,1,0,0,128600,53.21,202,4,4,1,1,0
7871,1,1,0,1,106197,54.35,147,0,3,1,1,0
7872,1,0,2,2,112079,51.79,65,4,3,1,0,1
7873,0,0,0,0,57837,57.07,191,2,1,0,1,1
7874,0,1,1,2,54559,51.1,92,4,1,1,0,1
7875,1,2,0,0,134441,55.38,125,4,4,0,1,1
7876,0,0,0,0,84726,49.75,132,1,0,0,0,1
7877,1,3,0,2,86672,50.71,71,2,0,1,0,1
7878,1,2,2,2,107377,54.79,24,0,3,1,0,1
7879,1,0,0,0,102684,53.11,136,0,3,1,1,0
7880,1,2,1,2,133600,56.27,129,4,4,0,0,1
7881,1,1,0,2,34245,46.38,96,0,2,1,0,0
7882,1,2,0,0,109609,63.78,116,0,3,0,1,0
7883,1,3,0,2,83946,50.7,64,1,0,1,0,1
7884,0,0,0,0,30280,45.93,55,1,2,0,0,1
7885,1,3,1,2,110367,60.13,100,4,3,0,0,1
7886,0,0,0,0,77751,50.65,144,0,0,0,0,1
7887,0,1,0,0,58547,60.26,160,1,1,0,1,1
7888,0,0,0,0,79174,49.41,41,2,0,0,1,1
7889,1,0,0,0,55911,56.88,15,3,1,0,1,1
7890,0,0,0,0,56463,51.88,39,1,1,0,1,1
7891,0,2,0,0,82846,49.85,158,4,0,1,1,1
7892,1,3,1,2,102702,52.63,114,0,3,0,0,1
7893,1,1,1,2,31030,48.14,210,2,2,1,0,1
7894,1,0,1,2,58006,54.36,165,1,1,0,0,1
7895,0,0,0,0,52030,52.07,47,0,1,0,1,0
7896,1,2,1,2,111734,54.9,78,0,3,1,0,1
7897,0,1,0,0,31324,46.73,22,0,2,1,1,0
7898,0,2,0,0,84748,52.74,145,1,0,1,1,1
7899,1,3,1,2,106165,53.87,145,4,3,1,0,1
7900,1,3,0,0,112892,57.43,19,4,3,0,1,1
7901,1,2,0,2,112525,57.35,137,4,3,0,0,1
7902,1,1,0,0,54532,50.2,172,1,1,1,1,0
7903,1,2,1,2,51893,52.18,60,1,1,1,0,1
7904,0,0,0,0,31888,45.56,78,0,2,1,0,1
7905,0,1,0,0,78167,49.73,24,1,0,0,1,0
7906,1,3,0,0,81965,53.92,9,0,0,1,1,1
7907,1,1,0,1,60366,48.55,168,1,1,0,0,0
7908,0,0,0,0,80639,51.43,203,1,0,0,1,0
7909,0,1,0,0,87329,50.81,19,2,0,0,0,0
7910,1,2,0,2,82445,50.49,103,2,0,0,0,0
7911,1,1,0,0,82471,62.12,82,2,0,0,1,0
7912,1,2,0,0,83650,51.44,2,1,0,0,1,0
7913,0,2,0,0,109072,54.27,7,1,3,1,1,1
7914,1,1,1,2,52881,54.05,82,1,1,0,0,1
7915,0,3,0,0,80920,49.66,2,2,0,0,1,1
7916,0,0,0,0,53679,49.99,213,4,1,1,1,0
7917,1,1,1,2,57437,51.25,51,0,1,1,0,0
7918,1,1,2,2,55082,53.7,83,2,1,0,0,1
7919,0,1,0,0,31278,46.21,25,1,2,0,0,0
7920,1,3,0,0,107888,51.77,40,0,3,1,0,1
7921,1,2,0,2,134352,51.53,135,0,4,1,0,1
7922,0,2,0,0,62020,49.7,209,1,1,1,1,1
7923,1,2,2,2,136016,52.96,201,0,4,1,0,1
7924,1,1,0,0,62034,60.8,136,1,1,0,1,0
7925,1,1,1,2,132340,52.47,124,0,4,1,0,1
7926,1,1,1,1,111058,55.99,90,0,3,1,0,1
7927,0,0,0,0,53292,48.76,132,0,1,1,1,1
7928,1,1,1,1,52412,54.19,176,0,1,0,0,1
7929,0,2,0,0,60916,50.39,117,1,1,1,1,0
7930,0,0,0,0,36229,47.93,159,1,2,0,1,0
7931,0,1,0,0,53906,48.3,82,2,1,0,1,0
7932,0,0,0,1,34667,46.74,157,3,2,0,0,0
7933,0,4,0,0,108792,53.04,46,0,3,1,1,1
7934,1,2,1,2,78623,50.5,176,4,0,1,0,1
7935,0,1,0,0,54921,49.79,44,0,1,0,1,0
7936,0,2,0,0,58491,52.59,222,1,1,0,1,1
7937,1,3,1,2,108489,53.93,40,4,3,0,0,1
7938,1,1,0,2,51326,53.4,39,1,1,0,0,0
7939,1,1,1,2,30465,57.68,130,2,2,0,0,1
7940,1,1,0,0,110551,54.34,82,0,3,0,1,1
7941,1,2,0,0,103801,50.64,169,1,3,1,0,1
7942,0,0,0,0,59719,50.31,99,0,1,1,1,0
7943,0,1,0,0,52413,48.38,9,2,1,0,1,0
7944,1,1,1,2,102186,55.16,67,0,3,1,0,0
7945,1,0,1,2,83756,58.15,112,2,0,0,0,1
7946,1,1,1,2,59424,50.81,200,3,1,1,0,1
7947,1,1,2,2,31557,56.78,168,1,2,0,0,0
7948,0,0,0,2,29819,44.89,73,0,2,1,0,0
7949,1,0,0,1,86682,50.61,174,0,0,1,0,1
7950,0,2,0,0,57770,53.32,60,2,1,1,1,1
7951,1,1,0,1,55136,52.48,200,1,1,0,1,1
7952,0,2,0,0,61195,48.7,91,1,1,0,0,1
7953,1,3,0,0,103641,51.15,187,0,3,0,1,1
7954,1,1,0,1,103029,52.97,59,0,3,0,0,0
7955,0,1,0,0,58611,52.88,197,0,1,0,1,1
7956,1,2,2,2,85916,56.49,5,2,0,0,0,1
7957,0,0,0,0,28586,48.63,11,0,2,0,1,0
7958,0,0,0,0,29482,50.64,135,2,2,0,1,0
7959,1,2,0,0,136946,52.52,195,4,4,0,0,1
7960,0,2,0,0,55279,49.02,46,2,1,0,1,1
7961,1,1,2,2,29031,48.77,49,1,2,1,0,0
7962,0,0,0,0,111358,53.32,155,1,3,0,1,1
7963,0,1,0,0,29656,47.97,9,2,2,1,1,0
7964,1,2,0,2,84759,50.33,170,1,0,0,0,1
7965,1,0,1,2,57709,52.81,14,1,1,1,0,1
7966,0,1,0,0,56485,49.17,93,3,1,0,1,0
7967,1,2,0,0,55493,49.71,172,0,1,1,1,0
7968,0,0,0,0,103046,50.61,120,1,3,0,1,1
7969,1,1,1,2,110917,51.61,80,1,3,1,0,1
7970,1,1,0,0,104835,60.82,209,0,3,0,1,1
7971,1,2,1,1,129036,54.29,69,4,4,0,1,1
7972,1,3,1,2,130990,56.24,55,4,4,0,0,1
7973,0,0,0,1,57687,49.28,104,3,1,1,0,0
7974,0,0,0,0,51077,48.6,156,3,1,1,1,1
7975,1,1,1,2,51142,47.88,49,3,1,1,0,1
7976,0,0,0,0,33796,47.29,160,2,2,0,1,0
7977,0,1,0,0,106226,51.51,143,1,3,0,0,1
7978,1,3,0,0,131375,51.99,123,4,4,1,0,0
7979,1,2,0,2,104236,51.08,195,4,3,1,0,1
7980,1,1,0,2,52163,54.33,87,2,1,0,0,0
7981,0,1,0,1,30905,46.19,100,4,2,1,0,0
7982,1,3,0,2,87294,53.96,38,1,0,0,0,0
7983,0,0,0,0,80002,50.39,155,1,0,1,0,0
7984,0,1,0,0,56473,48.1,164,4,1,1,1,0
7985,1,2,0,0,137413,51.95,228,0,4,0,0,0
7986,1,0,0,2,32329,46.5,119,2,2,1,0,1
7987,1,3,0,2,84550,49.93,128,4,0,1,0,1
7988,1,1,0,1,104697,57.29,39,1,3,0,0,1
7989,1,3,2,2,103314,53.14,20,1,3,0,0,1
7990,1,2,0,2,131861,52.5,112,4,4,1,0,0
7991,0,3,0,0,81935,53.56,13,0,0,1,1,1
7992,1,3,1,2,103559,53.52,51,4,3,0,0,1
7993,1,2,0,0,104763,57.44,230,0,3,0,0,1
7994,0,1,0,0,59098,56.76,13,0,1,0,1,1
7995,0,2,0,0,76409,52.74,4,1,0,1,1,0
7996,0,3,0,0,78181,54.23,216,1,0,0,1,1
7997,0,0,0,0,30550,47.48,102,1,2,0,1,0
7998,1,2,1,2,77192,57.04,54,1,0,0,0,1
7999,0,1,0,0,54315,48.48,115,2,1,0,0,1
8000,1,2,0,0,103984,58.75,138,0,3,0,1,1
8001,0,1,0,0,51237,48.85,18,2,1,1,0,0
8002,1,1,1,2,110110,54.97,115,0,3,0,0,1
8003,0,1,0,0,54196,50.49,157,1,1,1,1,0
8004,1,2,0,1,55745,51.7,230,0,1,1,1,0
8005,1,2,0,0,104656,50.91,102,0,3,0,0,0
8006,0,1,0,0,60830,53.35,82,0,1,0,1,0
8007,1,1,0,0,85318,56.26,177,1,0,0,1,1
8008,1,2,1,1,85370,51.4,80,4,0,0,0,1
8009,1,2,1,2,87651,52.0,165,1,0,0,0,1
8010,1,2,0,2,58367,48.31,29,3,1,1,0,1
8011,1,0,0,1,55361,48.5,112,0,1,1,0,1
8012,0,0,1,1,28858,47.85,138,2,2,0,0,0
8013,1,2,0,0,53854,48.83,97,1,1,1,1,0
8014,1,2,1,2,57498,54.1,161,2,1,0,0,1
8015,0,1,0,0,58125,48.54,131,1,1,0,0,1
8016,1,1,0,0,29471,48.3,8,2,2,0,1,0
8017,1,0,0,1,35358,52.22,117,1,2,0,0,0
8018,1,2,0,0,127783,56.25,38,4,4,1,1,1
8019,1,1,0,1,104990,59.04,69,1,3,0,0,0
8020,1,2,1,1,136455,54.64,92,0,4,1,1,1
8021,0,1,0,0,59444,54.62,150,0,1,0,1,1
8022,1,3,0,1,77692,50.24,129,0,0,0,0,1
8023,0,0,0,0,31077,49.77,125,3,2,0,1,0
8024,0,1,0,0,54016,48.17,61,2,1,0,0,1
8025,0,0,1,2,51158,51.98,19,4,1,1,0,1
8026,0,0,0,0,34158,46.34,18,2,2,1,1,0
8027,0,3,0,0,105735,50.95,25,1,3,0,0,0
8028,0,2,0,0,82978,50.82,105,0,0,1,1,1
8029,1,1,0,1,59957,48.4,82,1,1,1,0,1
8030,0,0,0,0,85207,51.24,111,0,0,1,1,0
8031,1,1,1,1,51510,52.24,103,2,1,0,0,1
8032,0,2,0,0,54660,47.61,81,0,1,0,0,0
8033,1,2,0,0,61552,59.18,21,3,1,0,1,1
8034,1,2,1,2,80306,59.31,82,0,0,0,0,1
8035,0,0,0,0,61111,52.91,144,0,1,1,1,0
8036,1,2,0,0,84202,53.05,92,1,0,1,1,1
8037,1,3,2,2,110113,54.8,132,4,3,0,0,1
8038,0,1,0,0,30041,48.79,186,0,2,1,1,0
8039,1,1,1,1,57181,49.09,184,1,1,1,1,0
8040,0,2,0,0,85056,50.11,165,4,0,1,1,1
8041,0,0,0,0,31299,47.19,66,2,2,1,1,0
8042,1,3,1,1,77637,50.84,29,4,0,0,1,1
8043,1,3,0,0,85196,57.8,155,2,0,0,1,1
8044,1,2,2,2,112512,53.46,5,1,3,0,0,1
8045,0,1,0,0,78916,49.26,105,0,0,0,0,0
8046,1,1,2,2,106441,50.81,80,0,3,1,0,0
8047,1,3,0,0,85657,50.22,201,2,0,1,1,1
8048,0,0,0,2,30638,46.56,173,0,2,0,0,0
8049,1,0,0,0,55086,49.91,130,4,1,1,1,1
8050,1,2,0,0,109020,54.68,35,0,3,0,1,1
